,message,label,player,special_token_message,match
3055,гг,,1,[Team0][Player1]: гг,78
3056,hf,,1,[Team0][Player1]: hf,48
3057,дауг,,1,[Team0][Player1]: дауг,48
3058,изи,,1,[Team0][Player1]: изи,48
3059,report slark,,9,[Team1][Player4]: report slark,48
3060,ЕбАТЬ ТЫ ЛОХ,x,2,[Team0][Player2]: ЕбАТЬ ТЫ ЛОХ,48
3061,fu all,,6,[Team1][Player1]: fu all,48
3062,pkoljhmyusdPH L;a[],,4,[Team0][Player4]: pkoljhmyusdPH L;a[],48
3063,thought u are sandking,,4,[Team0][Player4]: thought u are sandking,48
3064,wtf,,4,[Team0][Player4]: wtf,48
3065,у тебя 2 слота,,1,[Team0][Player1]: у тебя 2 слота,48
3066,КУПИ ДАСТЫ,,1,[Team0][Player1]: КУПИ ДАСТЫ,48
3067,ХАХАХА,,1,[Team0][Player1]: ХАХАХА,48
3068,gg,,7,[Team1][Player2]: gg,48
3069,gg,,9,[Team1][Player4]: gg,48
3070,gg,,8,[Team1][Player3]: gg,48
3071,1 min pls,,8,[Team1][Player3]: 1 min pls,62
3072,кто?,,9,[Team1][Player4]: кто?,62
3073,ахахах,,9,[Team1][Player4]: ахахах,62
3074,уя,,7,[Team1][Player2]: уя,62
3075,ez,,7,[Team1][Player2]: ez,62
3076,Долбаеб,,0,[Team0][Player0]: Долбаеб,62
3077,тебе команда,,0,[Team0][Player0]: тебе команда,62
3078,вы такие донные,,9,[Team1][Player4]: вы такие донные,62
3079,выиграла,,0,[Team0][Player0]: выиграла,62
3080,и что команда,,9,[Team1][Player4]: и что команда,62
3081,АХах,,7,[Team1][Player2]: АХах,62
3082,это командная игра,,9,[Team1][Player4]: это командная игра,62
3083,а как мне команда то выиграла?,,7,[Team1][Player2]: а как мне команда то выиграла?,62
3084,или ты хочешь сказать что тебе не помогали?,,7,[Team1][Player2]: или ты хочешь сказать что тебе не помогали?,62
3085,в лесу,,0,[Team0][Player0]: в лесу,62
3086,в 5 ходили,,0,[Team0][Player0]: в 5 ходили,62
3087,вы,,0,[Team0][Player0]: вы,62
3088,долбаеб,,0,[Team0][Player0]: долбаеб,62
3089,нуи,,8,[Team1][Player3]: нуи,62
3090,ну,,7,[Team1][Player2]: ну,62
3091,в 5 лес заходили,,7,[Team1][Player2]: в 5 лес заходили,62
3092,ну,,9,[Team1][Player4]: ну,62
3093,потому что мы ж не дауны как вы,,7,[Team1][Player2]: потому что мы ж не дауны как вы,62
3094,gel la,,6,[Team1][Player1]: gel la,62
3095,rampage atcam,,6,[Team1][Player1]: rampage atcam,62
3096,гг,,9,[Team1][Player4]: гг,62
3097,гг,,9,[Team1][Player4]: гг,62
3098,гг,,8,[Team1][Player3]: гг,62
3099,изи,,9,[Team1][Player4]: изи,62
3100,не вспотел,,9,[Team1][Player4]: не вспотел,62
3101,ew,,5,[Team1][Player0]: ew,68
3102,LOL,,9,[Team1][Player4]: LOL,68
3103,HAHA CARRY,,9,[Team1][Player4]: HAHA CARRY,68
3104,HAHA,,9,[Team1][Player4]: HAHA,68
3105,haha,,0,[Team0][Player0]: haha,68
3106,wew,,5,[Team1][Player0]: wew,68
3107,HAHA,,9,[Team1][Player4]: HAHA,68
3108,We,,5,[Team1][Player0]: We,68
3109,ew,,5,[Team1][Player0]: ew,68
3110,MORE SPACE PLS,,9,[Team1][Player4]: MORE SPACE PLS,68
3111,HAHA CARRY,,9,[Team1][Player4]: HAHA CARRY,68
3112,wowo,,7,[Team1][Player2]: wowo,68
3113,manta dodge call,,7,[Team1][Player2]: manta dodge call,68
3114,GG DROW,,4,[Team0][Player4]: GG DROW,68
3115,lol,,7,[Team1][Player2]: lol,68
3116,haha carry,,9,[Team1][Player4]: haha carry,68
3117,we have gg carry,,1,[Team0][Player1]: we have gg carry,68
3118,WEw,,5,[Team1][Player0]: WEw,68
3119,Wew,,5,[Team1][Player0]: Wew,68
3120,чел афк,,7,[Team1][Player2]: чел афк,95
3121,?,,5,[Team1][Player0]: ?,95
3122,g,,5,[Team1][Player0]: g,95
3123,lol,,5,[Team1][Player0]: lol,95
3124,АХАХАХАХА,,8,[Team1][Player3]: АХАХАХАХА,95
3125,ВЫЕБАНЫЙ АКС,,8,[Team1][Player3]: ВЫЕБАНЫЙ АКС,95
3126,ПРОсто дура блядь ЛСная,x,8,[Team1][Player3]: ПРОсто дура блядь ЛСная,95
3127,Магнус прокастер),,8,[Team1][Player3]: Магнус прокастер),95
3128,0_0,,7,[Team1][Player2]: 0_0,95
3129,Wow,,5,[Team1][Player0]: Wow,95
3130,Gg,,5,[Team1][Player0]: Gg,95
3131,как мом выродок?,,2,[Team0][Player2]: как мом выродок?,95
3132,wp,,5,[Team1][Player0]: wp,95
3133,lmao,,5,[Team1][Player0]: lmao,95
3134,axxaax,,3,[Team0][Player3]: axxaax,55
3135,creo q ganare},,2,[Team0][Player2]: creo q ganare},55
3136,xd,,2,[Team0][Player2]: xd,55
3137,ok que bien,,5,[Team1][Player0]: ok que bien,55
3138,,,7,[Team1][Player2]: ,55
3139,,,2,[Team0][Player2]: ,55
3140,,,2,[Team0][Player2]: ,55
3141,,,4,[Team0][Player4]: ,55
3142,alv serrnaos,,3,[Team0][Player3]: alv serrnaos,55
3143,falta 5 min,,3,[Team0][Player3]: falta 5 min,55
3144,ctmr,,3,[Team0][Player3]: ctmr,55
3145,cuando no ganana mid sin ayuda,,2,[Team0][Player2]: cuando no ganana mid sin ayuda,55
3146,dime que quieres que haga,,3,[Team0][Player3]: dime que quieres que haga,55
3147,???,,3,[Team0][Player3]: ???,55
3148,soy mujer no abusen,,0,[Team0][Player0]: soy mujer no abusen,55
3149,pliz,,0,[Team0][Player0]: pliz,55
3150,ajajajajajjaa,,2,[Team0][Player2]: ajajajajajjaa,55
3151,otra voz,,2,[Team0][Player2]: otra voz,55
3152,lion tusk seran mis bonus,,2,[Team0][Player2]: lion tusk seran mis bonus,55
3153,,,7,[Team1][Player2]: ,55
3154,tu mid mas fay,,2,[Team0][Player2]: tu mid mas fay,55
3155,gay,,2,[Team0][Player2]: gay,55
3156,fue,,4,[Team0][Player4]: fue,55
3157,ez off,,4,[Team0][Player4]: ez off,55
3158,ez void,,4,[Team0][Player4]: ez void,55
3159,asco de mrd+,x,4,[Team0][Player4]: asco de mrd+,55
3160,ez void report,,4,[Team0][Player4]: ez void report,55
3161,lol,,8,[Team1][Player3]: lol,55
3162,WHY CHRONO ME,,6,[Team1][Player1]: WHY CHRONO ME,55
3163,gg,,4,[Team0][Player4]: gg,55
3164,gg eso pasa por confiar en un carry cruzado,,4,[Team0][Player4]: gg eso pasa por confiar en un carry cruzado,55
3165,fue gg,,4,[Team0][Player4]: fue gg,55
3166,report void cruzado de mrd,,4,[Team0][Player4]: report void cruzado de mrd,55
3167,Gg,,6,[Team1][Player1]: Gg,55
3168,gg wp,,1,[Team0][Player1]: gg wp,55
3169,psycho shit,,4,[Team0][Player4]: psycho shit,71
3170,ДОТА ')'),,8,[Team1][Player3]: ДОТА ')'),71
3171,DDDD,,6,[Team1][Player1]: DDDD,71
3172,xD,,0,[Team0][Player0]: xD,71
3173,каывгпшщцфкнрзегш,,8,[Team1][Player3]: каывгпшщцфкнрзегш,71
3174,XD,,8,[Team1][Player3]: XD,71
3175,))),,0,[Team0][Player0]: ))),71
3176,OK,,2,[Team0][Player2]: OK,71
3177,lc?,,5,[Team1][Player0]: lc?,71
3178,im gonna report u,,4,[Team0][Player4]: im gonna report u,71
3179,terchies,,4,[Team0][Player4]: terchies,71
3180,DDD,,6,[Team1][Player1]: DDD,71
3181,4k,,6,[Team1][Player1]: 4k,71
3182,Bastard,,6,[Team1][Player1]: Bastard,71
3183,pls.,,6,[Team1][Player1]: pls.,71
3184,u got no number,,4,[Team0][Player4]: u got no number,71
3185,but 5 star,,4,[Team0][Player4]: but 5 star,71
3186,smells like a boosted shit,,4,[Team0][Player4]: smells like a boosted shit,71
3187,:),,4,[Team0][Player4]: :),71
3188,fucking techka,,8,[Team1][Player3]: fucking techka,71
3189,),,0,[Team0][Player0]: ),71
3190,jebaited? xd,,5,[Team1][Player0]: jebaited? xd,71
3191,),,0,[Team0][Player0]: ),71
3192,)),,0,[Team0][Player0]: )),71
3193,DDDDDDDD,,6,[Team1][Player1]: DDDDDDDD,71
3194,fireyireoytujty[k,,8,[Team1][Player3]: fireyireoytujty[k,71
3195,retard:D,x,6,[Team1][Player1]: retard:D,71
3196,nice hero))),,7,[Team1][Player2]: nice hero))),71
3197,u gonna lose anway,,4,[Team0][Player4]: u gonna lose anway,71
3198,doesnt matter how many shitty mines u put down,,4,[Team0][Player4]: doesnt matter how many shitty mines u put down,71
3199,),,7,[Team1][Player2]: ),71
3200,27 минута тинкер 10 к нетворс,,8,[Team1][Player3]: 27 минута тинкер 10 к нетворс,71
3201,LOL,,3,[Team0][Player3]: LOL,71
3202,тинкер без аганима,,8,[Team1][Player3]: тинкер без аганима,71
3203,Закончите,,8,[Team1][Player3]: Закончите,71
3204,плиз,,8,[Team1][Player3]: плиз,71
3205,techies your -25 mmr i coming :),,4,[Team0][Player4]: techies your -25 mmr i coming :),71
3206,go def,,4,[Team0][Player4]: go def,71
3207,techies,,4,[Team0][Player4]: techies,71
3208,:'(,,4,[Team0][Player4]: :'(,71
3209,пгкуцщшнркегощгзлгнзжгшщхг,,8,[Team1][Player3]: пгкуцщшнркегощгзлгнзжгшщхг,71
3210,BB,,6,[Team1][Player1]: BB,71
3211,Fuck u ck,x,3,[Team0][Player3]: Fuck u ck,71
3212,haha,,4,[Team0][Player4]: haha,71
3213,noob,,6,[Team1][Player1]: noob,71
3214,trash,,4,[Team0][Player4]: trash,71
3215,rly?,,6,[Team1][Player1]: rly?,71
3216,if i have,,6,[Team1][Player1]: if i have,71
3217,nice carry,,6,[Team1][Player1]: nice carry,71
3218,you lose,,6,[Team1][Player1]: you lose,71
3219,ez,,6,[Team1][Player1]: ez,71
3220,but,,6,[Team1][Player1]: but,71
3221,tb,,6,[Team1][Player1]: tb,71
3222,2k pts,,6,[Team1][Player1]: 2k pts,71
3223,yeye,,4,[Team0][Player4]: yeye,71
3224,you to,,6,[Team1][Player1]: you to,71
3225,"get techies, get your -25 mmr",,4,"[Team0][Player4]: get techies, get your -25 mmr",71
3226,nvm,,6,[Team1][Player1]: nvm,71
3227,u shit,,4,[Team0][Player4]: u shit,71
3228,haha,,4,[Team0][Player4]: haha,71
3229,yeye,,4,[Team0][Player4]: yeye,71
3230,write more,,4,[Team0][Player4]: write more,71
3231,ancient,,6,[Team1][Player1]: ancient,71
3232,5,,6,[Team1][Player1]: 5,71
3233,...,,6,[Team1][Player1]: ...,71
3234,2017,,6,[Team1][Player1]: 2017,71
3235,8,,6,[Team1][Player1]: 8,71
3236,GG,,6,[Team1][Player1]: GG,71
3237,gg,,6,[Team1][Player1]: gg,6
3238,Report Bs ty,,6,[Team1][Player1]: Report Bs ty,6
3239,for what,,0,[Team0][Player0]: for what,6
3240,for waht?,,6,[Team1][Player1]: for waht?,6
3241,:DDD,,6,[Team1][Player1]: :DDD,6
3242,this team used everything on sven illusion,,8,[Team1][Player3]: this team used everything on sven illusion,6
3243,...,,8,[Team1][Player3]: ...,6
3244,u 1st pick tb,,0,[Team0][Player0]: u 1st pick tb,6
3245,then u wanna report bs for losing,,0,[Team0][Player0]: then u wanna report bs for losing,6
3246,am i supposed to lose gold cause my supports dont pick?,,5,[Team1][Player0]: am i supposed to lose gold cause my supports dont pick?,6
3247,y,,0,[Team0][Player0]: y,6
3248,then u pick support,,0,[Team0][Player0]: then u pick support,6
3249,not that we lose cause of tb pick#,,5,[Team1][Player0]: not that we lose cause of tb pick#,6
3250,pick support,,0,[Team0][Player0]: pick support,6
3251,and not core,,0,[Team0][Player0]: and not core,6
3252,not too hard,,0,[Team0][Player0]: not too hard,6
3253,why no one else on farm,,5,[Team1][Player0]: why no one else on farm,6
3254,8,,2,[Team0][Player2]: 8,6
3255,9,,2,[Team0][Player2]: 9,6
3256,how mu ch dmg,,2,[Team0][Player2]: how mu ch dmg,6
3257,lets see :D,,7,[Team1][Player2]: lets see :D,6
3258,XD,,2,[Team0][Player2]: XD,6
3259,oh come on :(,,7,[Team1][Player2]: oh come on :(,6
3260,wanted to stack more,,7,[Team1][Player2]: wanted to stack more,6
3261,gg wp,,7,[Team1][Player2]: gg wp,6
3262,зайдёт,,8,[Team1][Player3]: зайдёт,14
3263,ща 5 сек,,6,[Team1][Player1]: ща 5 сек,14
3264,уже перезапустил,,8,[Team1][Player3]: уже перезапустил,14
3265,БЛЯ,,1,[Team0][Player1]: БЛЯ,14
3266,СУКАААААААААААААААА,,1,[Team0][Player1]: СУКАААААААААААААААА,14
3267,Я ЩА,,9,[Team1][Player4]: Я ЩА,14
3268,зайдет мой хер в твое очко,,4,[Team0][Player4]: зайдет мой хер в твое очко,14
3269,3 сек,,5,[Team1][Player0]: 3 сек,14
3270,Я ЕБАЛ ВАС В РОТ!!!!!!!!!,,1,[Team0][Player1]: Я ЕБАЛ ВАС В РОТ!!!!!!!!!,14
3271,ЮБЛЯ,,1,[Team0][Player1]: ЮБЛЯ,14
3272,БЛЯТЬЬЬЬЬЬЬЬЬЬЬЬЬЬЭ,,1,[Team0][Player1]: БЛЯТЬЬЬЬЬЬЬЬЬЬЬЬЬЬЭ,14
3273,ААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААА,,1,[Team0][Player1]: ААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААА,14
3274,СУКААААААААААААААААААААААААААААААААААААААААА,,1,[Team0][Player1]: СУКААААААААААААААААААААААААААААААААААААААААА,14
3275,ВВВВВаааааааааааааааааааааааууууууууууууууууу,,1,[Team0][Player1]: ВВВВВаааааааааааааааааааааааууууууууууууууууу,14
3276,минуту,,8,[Team1][Player3]: минуту,14
3277,нихуя вы могете,,1,[Team0][Player1]: нихуя вы могете,14
3278,а улчше 2,,5,[Team1][Player0]: а улчше 2,14
3279,у по пизде ладошкой привелегии в майнкрафте на сервере мозяки,,0,[Team0][Player0]: у по пизде ладошкой привелегии в майнкрафте на сервере мозяки,14
3280,сукаааааааааааааааааааааааааааааааааааааааааааааааааааааааа,,1,[Team0][Player1]: сукаааааааааааааааааааааааааааааааааааааааааааааааааааааааа,14
3281,АЗАЗАЗА,,9,[Team1][Player4]: АЗАЗАЗА,14
3282,хвахв,,5,[Team1][Player0]: хвахв,14
3283,мое изи,,2,[Team0][Player2]: мое изи,14
3284,ааххаха,,6,[Team1][Player1]: ааххаха,14
3285,убил,,6,[Team1][Player1]: убил,14
3286,не выебывайся,,4,[Team0][Player4]: не выебывайся,14
3287,я тебя в соло ебу,,4,[Team0][Player4]: я тебя в соло ебу,14
3288,хахахах,,6,[Team1][Player1]: хахахах,14
3289,ххаха,,6,[Team1][Player1]: ххаха,14
3290,канешно,,6,[Team1][Player1]: канешно,14
3291,ахахахахахахах,,4,[Team0][Player4]: ахахахахахахах,14
3292,го неа роше,,4,[Team0][Player4]: го неа роше,14
3293,ахахахахахахахах,,4,[Team0][Player4]: ахахахахахахахах,14
3294,посмотри на мой и на твой фарм,,4,[Team0][Player4]: посмотри на мой и на твой фарм,14
3295,аххаха,,6,[Team1][Player1]: аххаха,14
3296,стоял 1,,6,[Team1][Player1]: стоял 1,14
3297,у меня мидер даун,,6,[Team1][Player1]: у меня мидер даун,14
3298,сосаьт,,6,[Team1][Player1]: сосаьт,14
3299,это соло?,,4,[Team0][Player4]: это соло?,14
3300,да,,6,[Team1][Player1]: да,14
3301,и рамзес,,6,[Team1][Player1]: и рамзес,14
3302,ахахахахахахахахахахах,,4,[Team0][Player4]: ахахахахахахахахахахах,14
3303,это что бы я тебя с одного удара не убил?,,8,[Team1][Player3]: это что бы я тебя с одного удара не убил?,14
3304,и ты тип возрадился такой на пафосе и дал мне пизды,,8,[Team1][Player3]: и ты тип возрадился такой на пафосе и дал мне пизды,14
3305,гг,,5,[Team1][Player0]: гг,14
3306,мое изи,,3,[Team0][Player3]: мое изи,14
3307,Aww,,1,[Team0][Player1]: Aww,82
3308,asdasdd,,1,[Team0][Player1]: asdasdd,82
3309,BLIAT,,4,[Team0][Player4]: BLIAT,82
3310,cyka blyat,,1,[Team0][Player1]: cyka blyat,82
3311,miposhka pasha ramzeez nyat.....,,1,[Team0][Player1]: miposhka pasha ramzeez nyat.....,82
3312,лошье обоссаное,x,8,[Team1][Player3]: лошье обоссаное,82
3313,минус все,,7,[Team1][Player2]: минус все,82
3314,ракалы,,9,[Team1][Player4]: ракалы,82
3315,))),,9,[Team1][Player4]: ))),82
3316,ебать молодцы какие правда не поможет но похуй,,7,[Team1][Player2]: ебать молодцы какие правда не поможет но похуй,82
3317,gg,,6,[Team1][Player1]: gg,82
3318,gg,,1,[Team0][Player1]: gg,82
3319,нк и,,0,[Team0][Player0]: нк и,60
3320,ну,,0,[Team0][Player0]: ну,60
3321,как,,0,[Team0][Player0]: как,60
3322,дела,,0,[Team0][Player0]: дела,60
3323,lgsss,,8,[Team1][Player3]: lgsss,60
3324,team nobi,,8,[Team1][Player3]: team nobi,60
3325,me ward ggggg,,8,[Team1][Player3]: me ward ggggg,60
3326,снайпер тебе норм,,4,[Team0][Player4]: снайпер тебе норм,60
3327,lolololololololololololo,,8,[Team1][Player3]: lolololololololololololo,60
3328,dota wtf,,8,[Team1][Player3]: dota wtf,60
3329,sniepr iterms omfggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg,,8,[Team1][Player3]: sniepr iterms omfggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg,60
3330,i hope we lose guys,,7,[Team1][Player2]: i hope we lose guys,60
3331,me wartdddd,,8,[Team1][Player3]: me wartdddd,60
3332,my team ( exept zeus) dont deserve to win,,7,[Team1][Player2]: my team ( exept zeus) dont deserve to win,60
3333,fffff,,8,[Team1][Player3]: fffff,60
3334,ward apppp,,8,[Team1][Player3]: ward apppp,60
3335,ward mapp,,8,[Team1][Player3]: ward mapp,60
3336,че по дефу?,,2,[Team0][Player2]: че по дефу?,60
3337,report,,7,[Team1][Player2]: report,60
3338,everyone exept zeus,,7,[Team1][Player2]: everyone exept zeus,60
3339,у вас же инвокер бомж,,2,[Team0][Player2]: у вас же инвокер бомж,1
3340,+,,7,[Team1][Player2]: +,1
3341,вся команда бомжей,,5,[Team1][Player0]: вся команда бомжей,1
3342,изи ммр,,5,[Team1][Player0]: изи ммр,1
3343,гг,,3,[Team0][Player3]: гг,1
3344,войд как йфармить??,,5,[Team1][Player0]: войд как йфармить??,1
3345,ну лан,,1,[Team0][Player1]: ну лан,1
3346,just finish,,5,[Team1][Player0]: just finish,1
3347,гг,,4,[Team0][Player4]: гг,1
3348,минус игра,,7,[Team1][Player2]: минус игра,97
3349,si,,3,[Team0][Player3]: si,97
3350,speak proper england gay,,1,[Team0][Player1]: speak proper england gay,97
3351,DAVAI,,2,[Team0][Player2]: DAVAI,97
3352,dabai,,7,[Team1][Player2]: dabai,97
3353,davai,,7,[Team1][Player2]: davai,97
3354,dubai,,8,[Team1][Player3]: dubai,97
3355,a pai,,4,[Team0][Player4]: a pai,97
3356,sosi,,8,[Team1][Player3]: sosi,97
3357,o pay,,7,[Team1][Player2]: o pay,97
3358,sum rice,,4,[Team0][Player4]: sum rice,97
3359,ROFL,,7,[Team1][Player2]: ROFL,97
3360,NICE GAME,,2,[Team0][Player2]: NICE GAME,97
3361,EZ,,1,[Team0][Player1]: EZ,97
3362,Easy win!,,2,[Team0][Player2]: Easy win!,97
3363,ЗЕМЛЯ ТЕБЕ ПУХОМ,,0,[Team0][Player0]: ЗЕМЛЯ ТЕБЕ ПУХОМ,51
3364,блять понаделают сетов(говна) не понятно теперь че где за герой,,4,[Team0][Player4]: блять понаделают сетов(говна) не понятно теперь че где за герой,51
3365,rlk ghndfaioöv erkmlfxd vmweo gnoisdü mvrapmgr amfglsdik mnvioawrmg sdkylfmgv,,6,[Team1][Player1]: rlk ghndfaioöv erkmlfxd vmweo gnoisdü mvrapmgr amfglsdik mnvioawrmg sdkylfmgv,51
3366,если б не было написано я бы не понял что это джагернаут,,4,[Team0][Player4]: если б не было написано я бы не понял что это джагернаут,51
3367,"lksgawr opkmdslögj ragjöldsmföldsm,völsm, xclömv sdlövm,",,6,"[Team1][Player1]: lksgawr opkmdslögj ragjöldsmföldsm,völsm, xclömv sdlövm,",51
